Candidate,Education,PC_CODE
Nirmal Singh Dhaliwal,Graduate Professional,13
Nirmala,Illiterate,10
Nirmala Devi,8th Pass,39
Nirmala Kumari,Post Graduate,22
Niroop Mahanty,Post Graduate,9
Nirupam Mandal,Graduate Professional,2
Nisar Ahmad Ahanger,10th Pass,1
Nisar Subhan Khan Pathan,12th Pass,17
Nishant Kanchan,12th Pass,57
Nishant Tyagi,12th Pass,11
Nishar Ahmad,Literate,8
Nishi Kant Mandal,Graduate Professional,26
Nishikant Dubey,Post Graduate,3
Nistha Dev Maurya,Graduate,52
Nitima Bodra Bari,Graduate,11
Nitin,10th Pass,12
Nitin Ganpatrao Savgave,Doctorate,44
Nitin H. Khare,Graduate Professional,27
Nitin Ishwarlal Vakil,Graduate Professional,22
Nitin Navnath Udmale,Graduate,38
Nitin Ravindra Rajvardhan,10th Pass,26
Nitin Shankar Deshpande,Post Graduate,25
Nitin Singh,Graduate,53
Nitin Vasant Pohane,Graduate,13
Nitinkumar Sahu,10th Pass,16
Nityanand Rai,Graduate,22
Nityanand Singh,Literate,36
Niyaj Ahmad,12th Pass,66
Niyaz Ahmed Allauddin Shaikh,8th Pass,29
Noble Mathew,Post Graduate,14
Nohar Singh Sonwani,Graduate,3
Nole Javidbhai Osmanbhai,8th Pass,12
Noor Ahmed Madani,Post Graduate,35
Noor Jiyavudeen.M.I,8th Pass,35
Noor Mohammed Khan,10th Pass,30
Noor Mohmmad,Graduate Professional,22
Nripendra Narayan Singha Karjee,12th Pass,1
Nune Vengaiah,Graduate,40
Nural Islam,Graduate,6
Nurul Huda,Post Graduate,18
Nurul Islam,Graduate,42
Nutan Vijay,Post Graduate,8
O M Jyotheendra Nath,Graduate,20
O Rajagopal,Graduate Professional,20
O V Sreedath,Graduate,20
Obulesu Thudum,Post Graduate,34
Oinam Jotin Singh,Graduate,1
Olwin Mariyan Lopis,10th Pass,12
Om Birla,Post Graduate,24
Om Dutt Sharma,12th Pass,2
Om Guru Charan Das Alias Vimal Kumar Singh,10th Pass,77
Om Parkash,Literate,1
Om Parkash,10th Pass,4
Om Parkash Jakhu,5th Pass,5
Om Prakash,Post Graduate,59
Om Prakash,Post Graduate,32
Om Prakash,Literate,18
Om Prakash,12th Pass,34
Om Prakash Dande,12th Pass,8
Om Prakash Dhankhad,Post Graduate,7
Om Prakash Jharoda,10th Pass,4
Om Prakash Mali,5th Pass,15
Om Prakash Mishra,Post Graduate,6
Om Prakash Rajbhar,Graduate,71
Om Prakash Ravi,8th Pass,5
Om Prakash Yadav,Graduate,18
Om Shanti Baba,Literate,1
Ombir,12th Pass,7
Ombir,10th Pass,8
Ombir Sharma,10th Pass,9
Omkar Chauhan,Post Graduate,75
Omkar Nath,Doctorate,44
Omkar Singh Markam,Post Graduate,14
Ompal Singh,Graduate,3
Omprakash Alias Ambedkar,Post Graduate,74
Omprakash Anandiprasad Shrivastav,12th Pass,24
Omprakash Meshram,Post Graduate,8
Omprakash Prajapati,10th Pass,23
Omprakash Rajbhar,5th Pass,15
Omprakash Shaw,12th Pass,15
Omprkash,8th Pass,16
Omraj Lokish Rathod,Graduate Professional,31
Omveer,Literate,24
Onkar Singh,Literate,2
Onkar Singh,Post Graduate,71
Otaram,Graduate,18
P C Chacko,Post Graduate,11
P C Mohanan Master,12th Pass,2
P C Venugopal,Post Graduate,15
P K Raman,10th Pass,1
P K Sreemathi,Others,2
P Karunakaran,Post Graduate,1
P L Punia,Doctorate,53
P Muniraju,12th Pass,23
P P Aboobacker,10th Pass,2
P P Choudhary,Graduate Professional,15
P P Mohanan,12th Pass,2
P Pushpa Raj,Graduate Professional,42
P R Rasmilnath,Graduate,4
P V N Reddy,Graduate Professional,34
P V Natesan,Graduate,15
P Y Hemanth Kumar,12th Pass,11
P. Ahila,10th Pass,4
P. Anil Chowdary,Graduate,36
P. Asaithambi,Graduate,24
P. Asaravel,Literate,1
P. Bakkiaraj,8th Pass,1
P. Balram,Post Graduate,16
P. Manimaran,5th Pass,4
P.Abdul Hameed Master,Graduate,3
P.Balasubramaniyan,Not Given,18
P.C Kuril,12th Pass,53
P.C. Gaddigoudar,Graduate Professional,3
P.C. Mohan,12th Pass,25
P.C. Sorkar Junior,Doctorate,17
P.C.Jolly,12th Pass,13
P.Chandrabose,Literate,32
P.D. Chandrabhanu,10th Pass,12
P.Gopalakrishnan,Graduate,32
P.Jeyakumar,Graduate Professional,32
P.K.Biju,Post Graduate,9
P.Kumar S/O Palanivel,Graduate Professional,24
P.Kumarankutty,Graduate Professional,3
P.Loganathan,8th Pass,12
P.M. Velayudhan,10th Pass,18
P.Muthaiyan,Illiterate,13
P.Narayansamy,10th Pass,14
P.Ramasubramanian,10th Pass,32
P.Selvaboobathi,5th Pass,18
P.V.Midhun Reddy,Post Graduate,41
P.V.Radhakrishnan,Graduate,34
Paban Mazumder,Graduate,28
Paban Singh Ghatowar,Graduate,13
Pabitra Ranjan Dasmunshi (Satya),Graduate,5
"Pachamuthu, N.",Not Given,25
Padam Chand,10th Pass,3
Padam Chandra Gupta,Graduate Professional,35
Padam Singh,12th Pass,6
Padam Singh,Graduate Professional,6
Padhiyar Laljibhai Karabhai,Literate,12
Padhiyar Vikramsinh Chhaganbhai,Graduate,16
Padiga Yarraiah,5th Pass,16
Padmaja Kandukuri,Not Given,4
Padmakar Kondiba Ovhal,Literate,41
Padmamma M V,Graduate,21
Padmanabhan .C.K.,10th Pass,5
Padmanabhan S.,Post Graduate,39
Padmarajan.K.Dr,Post Graduate,10
Padmsinh Vijaysinh Mundhe,12th Pass,40
Paduri Srinivas Reddy,Post Graduate,7
Pagi Ganpatbhai Mavjibhai,12th Pass,6
Paglanand,10th Pass,23
Paidi Raja Rao,Graduate,19
Pakaudi Lal Kol,Literate,80
Pal Jitendra Kumar Nanaku,12th Pass,30
Pala Ram,Literate,1
Palani Ali Ishak,5th Pass,12
Palani S,10th Pass,31
"Palani, A. Thiru",10th Pass,5
Palaniappan Josiyar C.M,Illiterate,17
Palanichamy,Post Graduate,34
Palanisamy. G,5th Pass,29
Palanisamy. N,8th Pass,21
Palanisamy. V,Literate,21
Palanivel.P,Post Graduate,24
Pale Ram Kashyap,10th Pass,5
Palla Venkata Naidu,12th Pass,25
Pallickal Surendran,10th Pass,16
Palpandi .C,Graduate,35
"Palpandi, S.",Doctorate,34
Paluskar Krishnarao Tatoba,Post Graduate,1
Pamanand Tolani,10th Pass,26
Pammi Venkareddy,12th Pass,33
Panabaka Lakshmi,Post Graduate,32
Panasai Arangan.N,10th Pass,30
Pancham Lal,Graduate,31
Panchu.Udayakumar,Post Graduate,7
Pandav Bhailalbhai Kalubhai,10th Pass,17
Pandhare Vijay Baliram,Graduate Professional,21
Pandi.N,12th Pass,22
Pandiarajan,8th Pass,34
Panditi Subbaiah,10th Pass,39
Pandiyan .R,10th Pass,28
Pandula Ravindra Babu,Graduate Professional,24
Pandurang Jethya Pardhi,10th Pass,22
Pandurang Ramchandra Shinde,Post Graduate,45
Pandurang Tukaram Chougale,8th Pass,47
Pandya Chiragbhai Hariombhai,10th Pass,12
Panjab Singh Katwal,12th Pass,10
Pankaj,12th Pass,63
Pankaj Agarwal,Graduate,3
Pankaj Kishor Mandal,10th Pass,9
Pankaj Kumar Sharma,Post Graduate,19
Pankaj Kumar Singh,8th Pass,12
Pankaj Kumar Srivastava,12th Pass,15
Pankaj Paswan,Post Graduate,24
Pankaj Prafulkumar Bhansali,12th Pass,10
Pankaj Sewakram Masurkar,10th Pass,9
Pankaj Singh Patel,Post Graduate,11
Pankajkumar Parbhubhai Patel,Graduate Professional,26
Pankajkumar Sharma,Graduate,13
Panmani Besra,10th Pass,36
Panneerselvam N,8th Pass,15
Panneerselvam.C,Graduate Professional,36
Panneerselvam.S,12th Pass,16
Pannerselvam.V,Graduate Professional,15
Pappu,12th Pass,75
Pappu Yadav,12th Pass,48
Parameshwar Ramagalla,Graduate Professional,15
Parameswar Kand,12th Pass,11
Paramjeet Kaur W/O Gurpreet Singh,Literate,9
Paramjeet Singh Desal,8th Pass,10
Paramjit Kaur Gulshan,Post Graduate,9
Paramjit Kaur Wife Of Amrik Singh,10th Pass,9
Paramjit Kumar,12th Pass,4
Paramjit Singh,10th Pass,8
Paramjit Singh,Graduate,5
Parappa Shankareppa Antakkanavar,Graduate Professional,2
Paras Dada Saklecha,Post Graduate,23
Parasa Srinivasa Rao,10th Pass,28
Parashuram Rathod,12th Pass,3
Parasnath Pandey,Graduate,3
Parasnath Yadav,12th Pass,73
Parasuram S,Literate,13
Parasuraman.K,12th Pass,30
Parbhubhai Nagarbhai Vasava,Others,23
Pardaeshi Lal Uikey,12th Pass,16
Pardeep Singh Tanwar,Graduate,8
Pardeep Singh Walia,Others,2
Pardip,12th Pass,2
Paresh Baishya,Graduate,8
Paresh Chandra Ghosh,Post Graduate,17
Paresh Dahyalal Rawal,12th Pass,7
Paresh Halder,10th Pass,13
Paresh Marandi,8th Pass,36
Pargunan A.,10th Pass,6
Parikh Viral Hasmukhbhai,12th Pass,17
"Parivendar Pachamuthu, T.R.",Post Graduate,25
Parmanand,5th Pass,52
Parmanand God,12th Pass,18
Parmar Amarsinh Dahyabhai,8th Pass,16
Parmar Bhaichandbhai Somabhai,5th Pass,3
Parmar Harjivanbhai Kalabhai,10th Pass,8
Parmar Hitendrasinh Mohansinh,8th Pass,16
Parmar Maganbhai Amarabhai,10th Pass,3
Parmar Minaxiben Vijaybhai,5th Pass,9
Parmar Prabhubhai Gokalbhai,Graduate Professional,9
Parmar Ramsinh Prabhatsinh,10th Pass,18
Parmar Ravjibhai Shibhaibhai,Post Graduate,16
Parmar Vasharambhai Bavalbhai,Literate,9
Parmatama Singh,10th Pass,20
Parmendra Kumar Yadav,12th Pass,39
Parmeshwar Hiraman Gawai,12th Pass,5
Parmeshwar Jha,Graduate,8
Parmeshwar Manjhi,Graduate,18
Parmeshwar Ram,Graduate Professional,16
Parmeshwar Singh,5th Pass,12
Parnav Prakash,Graduate Professional,29
Parshuram Paswan,Graduate Professional,7
Parsottam,12th Pass,17
Parsuram Majhi,Graduate,12
Partap Singh Bajwa,Graduate,1
Partha Karmakar,Graduate,1
"Parthipan, R.",Graduate,33
"Parvathi, S",Not Given,27
Parvaz Ashfaque Siddiqui,Not Given,51
Parveen Amanullah,Graduate,30
Parveen Kaur,8th Pass,12
Parveen Kumar,12th Pass,13
Parvesh Bhateja,8th Pass,13
Parvesh Kumari,5th Pass,1
Parvesh Sahib Singh,Post Graduate,6
Parvez Aqil,Graduate,4
Parwez Ahmad,Graduate,30
Pasarul Alam,Post Graduate,5
Pashupati Nath Gupta,10th Pass,63
Pashupati Nath Singh,Graduate,7
Pastor A.James,10th Pass,18
Patel Bhogilal Haribhai,8th Pass,5
Patel Bhupendrakumar Dhirubhai,10th Pass,25
Patel Dilipbhai Manibhai,10th Pass,16
Patel Dilipbhai Manilal,Post Graduate,16
Patel Dilipbhai Somabhai,8th Pass,4
Patel Govindbhai Ranchhodbhai,Post Graduate,26
Patel Hemantbhai Keshavbhai,12th Pass,1
Patel Hidayat Ulla Barkat Ulla,12th Pass,6
Patel Himmatsingh Prahladsingh,8th Pass,7
Patel Ishavarbhai Sakaraji,12th Pass,5
Patel Jayeshbhai Arvindbhai,Graduate,16
Patel Jayshreeben Kanubhai,10th Pass,4
Patel Jivabhai Ambalal,10th Pass,4
Patel Joitabhai Kasanabhai,8th Pass,2
Patel Ketanbhai Dahayabhai,Others,1
Patel Kiritbhai Ishvarbhai,Graduate,6
Patel Lalubhai Babubhai,8th Pass,1
Patel Mehool Kumar Thakorbhai,Graduate,25
Patel Mohanbhai Budhabhai,12th Pass,24
Patel Naineshkumar Umedbhai,12th Pass,16
Patel Pankajbhai Ravjibhai,Graduate,18
Patel Piyushkumar Dashrathlal,12th Pass,6
Patel Praful Manoharbhai,Graduate,11
Patel Purushottambhai Ambalal,10th Pass,5
Patel Shaileshbhai Gandabhai,8th Pass,26
Patel Shri Dhar Chandrakar,Post Graduate,9
Patel Vandanaben Dineshbhai,12th Pass,4
Pathan Abdulrazak Badshahkhan,5th Pass,17
Pathan Amanullakha Sitabkha,10th Pass,17
Pathan Ayub Maddekhan,Graduate Professional,21
Pathan Jafar Ali Kha Md. Ali Kha,12th Pass,16
Pathan Mahemudkhan Razakkhan,5th Pass,20
Pathan Sahebkhan Asifkhan,12th Pass,20
Pathan Sakhawatkha Yasinkha,Graduate,21
Pathmanaban.K,Graduate,38
Patil Ashok Tapiram,Graduate,3
Patil Bajrang Krishna,10th Pass,47
Patil Chandrakant Raghunath,10th Pass,25
Patil Dinkar Dharma,8th Pass,21
Patil Madhukar Vitthal,5th Pass,23
Patil Manohar Anandrao,12th Pass,40
Patil Nitin Suresh,Graduate,19
Patil Padmasinha Bajirao,Graduate Professional,40
Patil Pramod Ratan,10th Pass,24
Patil Pratik Prakashbapu,10th Pass,44
Patil S R Tatya,Graduate Professional,48
Patil Sandeep Yuvraj,12th Pass,3
Patil Sangram Gokulsingh,Post Graduate,3
Patil Suresh Padurang,10th Pass,3
Patil Upendra Babarao,Graduate Professional,14
Patil Vishwanath Ramchandra,10th Pass,23
Patle Anjali Agastikumar,Post Graduate,11
Patolla Kartik Reddy,Graduate Professional,10
Pattabirama.C,12th Pass,9
Pattapu Ravi,Post Graduate,39
Paul Dexion Khariya,Graduate,2
Paul Kanagaraj. R.C,Graduate Professional,2
Paul Lyngdoh,Post Graduate,1
Pauldurai V K,12th Pass,22
Paulraj .T,Graduate,2
Paulraj C.M.,Graduate Professional,39
Paulus Kujur,10th Pass,2
Pavan Kumar,Graduate,36
Pavithravalli H,Post Graduate,17
Pawan Kumar,10th Pass,5
Pawan Kumar,Graduate,7
Pawan Kumar,Graduate,3
Pawan Kumar Bansal,Graduate Professional,1
Pawan Kumar Sharma,12th Pass,1
Pawan Kumar Tinu,Graduate,4
Pawan Mahato,12th Pass,7
Pawan Pandey,12th Pass,38
Pawan Singh Shekhawat,10th Pass,7
Pawar (Patil) Digambar Bapuji,12th Pass,16
Pawar Krishna,Post Graduate,1
Pawar Pradeepchandra Narayan,Others,21
Pawar Vijay Banderao,10th Pass,38
Pawar Yuvraj Sidram,Graduate,42
"Payam Chandhar Rao (Chinna Chandhranna)	",Literate,16
"Pazhanivel, P",Others,27
Peelipose,8th Pass,17
Peesari Satish Reddy,Post Graduate,7
Peetam Singh,12th Pass,19
Peeyush Soni,12th Pass,19
Peggam Prasada Rao,Post Graduate,28
Pejush Kumar Sahana,10th Pass,38
Pepakayala Rajendra,Graduate,23
Percy Munshi,Graduate,25
Periyasamy .P,Graduate,35
Perli Prasanna Deevena Kumar,Post Graduate,32
Perseen Singh,12th Pass,6
Perumal.A,12th Pass,16
Pervez Aqil,Graduate,5
Peter Masih,12th Pass,1
Petras Kisan Gaware,Illiterate,37
Phaljit Mahto,Illiterate,5
Phani Bhusan Choudhury,Graduate,6
Phani Prakash M,Others,29
Philipu Dwarapalli,Graduate Professional,32
Phiroze Palkhivala,Graduate Professional,29
Phool Babu Singh,Post Graduate,22
Phool Chand,8th Pass,1
Phool Singh Dhurwey,Graduate,14
Phool Singh Pal,12th Pass,3
Phool Singh Paraste,Post Graduate,12
Phoolsingh,8th Pass,10
Phoolsingh Baraiya,Graduate Professional,2
Phul Chand Ram,12th Pass,24
Phul Singh,Graduate,4
Phulare Suresh Asaram,12th Pass,19
Phuleshwar Prasad Surajhiha,Not Given,4
Phusey Ghanshyam Ramaji,Graduate,10
Pichika Narendra Dev,10th Pass,34
Pidaparthi Madhu Sudhana Reddy,Graduate,33
Pidisala Vijay Kumar,Others,34
Pijush Barman,Post Graduate,1
Pinaki Mishra,Graduate Professional,17
Pinaki Ranjan Bharati,Post Graduate,14
Pingle Prasad,12th Pass,60
Pinjari Jainuddin Husain,10th Pass,2
Pinki Devi,12th Pass,24
Pintu Malakar,12th Pass,1
Pintu Sanpui,Graduate,22
Piravathoor Sreedharan,Post Graduate,16
Pitam Singh,Illiterate,19
Pitambar Nishad,5th Pass,38
Piyushkumar Dilipbhai Parmar,Post Graduate,18
Pjech Debbarma,10th Pass,1
Pol Sudhir Arjun,12th Pass,43
"Polasapalli Saroja,",Post Graduate,26
Polisetty Krishna Rao,Graduate,7
Polu Vengala Reddy,12th Pass,25
Pon Chandran.,Post Graduate,20
Pon. Muthuramalingam,Graduate Professional,33
Pon. Siva Kumar,Graduate,3
Ponaka Sammakka,Graduate,16
Pongalur Palanisamy.N,Graduate,21
Ponguleti Srinivasa Reddy,12th Pass,17
Ponmudi.P,Others,16
Ponnam Prabhakar,Post Graduate,3
"Ponnusamy, P.",Illiterate,19
Ponraj. P,5th Pass,2
Poonam Chand,12th Pass,3
Poonam Mahajan Alias Poonam Vajendla Rao,Others,29
Poongani.J.,10th Pass,37
Popat Manik Fule,5th Pass,37
Popat Ram,5th Pass,17
Popatputra Rafik Abubakar,8th Pass,12
Poreddy Prabhakar Reddy,10th Pass,38
Potturi Tulasi Das,5th Pass,7
Pournima Vilas Korpale,Post Graduate,44
Pr Senthilnathan,Graduate Professional,31
Prabakaran L,10th Pass,11
Prabakaran.K.R.P,Graduate Professional,38
Prabhakar Prasad,Graduate,48
Prabhakar Tewari,Graduate,34
Prabhakara Rao Madiki,Post Graduate,23
Prabhakaran G. Titus,10th Pass,26
Prabhakaran. K,Post Graduate,2
Prabhas Kumar Singh,Doctorate,1
Prabhat Chindhu Sonawane,Post Graduate,20
Prabhat Kumar,Post Graduate,77
Prabhat Kumar Mahanty,Graduate,19
Prabhat Ranjan Das,Doctorate,14
Prabhat Suman,Graduate Professional,15
Prabhawati Shakya Khot,12th Pass,19
Prabhu,Literate,26
Prabhu,10th Pass,7
Prabhu Lal Gujjar,8th Pass,21
Prabhu Nath Singh,12th Pass,19
"Prabhu, R.",Post Graduate,20
Prabhu. J,12th Pass,21
Prabhudan Marandi,Graduate Professional,5
Prabhulal Meena,8th Pass,19
Prabhunath Prasad Saket,Doctorate,10
Prabhuraj Narayan Rao,Graduate,2
Prabiddha Reang,10th Pass,2
Prabir Banerjee,Graduate,36
Prabir Mukhopadhyay,10th Pass,42
Prabodh Panda,Graduate,34
"Prabu, S.",10th Pass,25
Pradeep,10th Pass,17
Pradeep,10th Pass,8
Pradeep Kumar,Graduate Professional,15
Pradeep Kumar,12th Pass,68
Pradeep Kumar,10th Pass,42
Pradeep Kumar Jain,Post Graduate,46
Pradeep Kumar Jatav,12th Pass,14
Pradeep Kumar Joshi,12th Pass,35
Pradeep Kumar M,12th Pass,22
Pradeep Kumar Majhi,Graduate,12
Pradeep Kumar Prasad,10th Pass,33
Pradeep Kumar Singh,10th Pass,9
Pradeep Paswan,12th Pass,14
Pradeep Tamta,Post Graduate,3
Pradeep Varma,Graduate Professional,4
"Pradeepkumar, D",Post Graduate,34
Pradesh Kumar,Post Graduate,2
Pradip Chaudhuri,Graduate,15
Pradip Kalita,12th Pass,7
Pradip Kumar Mallick,Post Graduate,16
Pradip Saha,10th Pass,28
Pradip Singh Bhatnagar,Post Graduate,22
Pradip Suklabaidya,8th Pass,1
Pradip Yadav,Graduate,3
Pradipta Kumar Naik,Graduate Professional,11
Pradyumna Kumar Naik,Graduate Professional,9
Prafull Shivrao Kadam,Post Graduate,43
Pragati Mehta,Graduate,28
Prahlad Nath Mishra,10th Pass,57
Prahlad Singh Patel,Graduate Professional,7
Prahlad Singh Patel-Mukundilal,Illiterate,7
Prahlad-Gabdu,Illiterate,7
Prajapati Chhaganbhai Naranbhai,10th Pass,3
Prajapati Raj Chandrakantbhai,12th Pass,6
Prajapati Vitthalbhai Virdas,10th Pass,4
Prajesh Choudhary,8th Pass,3
Prakasam R,12th Pass,15
Prakash Chandra,10th Pass,69
Prakash Gangaram Reddy,Graduate Professional,31
Prakash Hikaka,Literate,21
Prakash Hukkeri,12th Pass,1
Prakash Kumar Uranw,8th Pass,2
Prakash Mangilal Sharma,Graduate Professional,19
Prakash Minj,Post Graduate,1
Prakash Prasad,12th Pass,77
Prakash Raghunath Raut,10th Pass,14
Prakash Rathod,Post Graduate,4
Prakash Sadashiv Pancharas,5th Pass,28
Prakash Shamrao Telgote,10th Pass,24
Prakash Surya,10th Pass,5
Prakash Vansha Khanvelkar,10th Pass,1
"Prakash, N.",Graduate Professional,23
Praksh Chandra Mishra,Graduate,58
Pralhad Joshi,Graduate,11
Pramila Behera,Graduate,18
Pramod Kumar,Post Graduate,28
Pramod Kumar,12th Pass,25
Pramod Kumar,Graduate,77
Pramod Kumar Alias Pramod Bhai Pate,Graduate,73
Pramod Kumar Mallick,Graduate,14
Pramod Kumar Nirala,Graduate,29
Pramod Kumar Pandey,10th Pass,3
Pramod Kumar Singh Patel,Post Graduate,39
Pramod Kumar Yadav,Post Graduate,24
Pramod Kureel,Post Graduate,36
Pramod Mangaruji Sorte,12th Pass,13
Pramod Maroti Panditkar,Graduate,17
Pramod Mutalik,Graduate,26
Pramod Mutalik.,Graduate,11
Pramod Narayan Poddar,Graduate,12
Pramod Rana,12th Pass,5
Pramod Sahu,Graduate Professional,15
Pramod Singh,12th Pass,69
Pramod Tiwari,Graduate,10
Pramothes Mukherjee,Post Graduate,10
Prana Krushna Dalabehera,Graduate Professional,18
Pranav Kumar Verma,Post Graduate,5
Pranita Mandal,Graduate Professional,14
Pranjal Bordoloy,Graduate,7
Prasada Rao Nanda,Post Graduate,20
Prasadi Pradhan,8th Pass,3
Prasanna Kumar,Post Graduate,13
"Prasanna Kumar Patasani,",Post Graduate,18
Prasanta Bag,Literate,38
Prasanta Kumar Mishra,Graduate Professional,6
Prasanta Kumar Roy,Graduate,42
Prashant Chaudhary,Post Graduate,11
Prashant Dnyaneshwar Gangawane,Post Graduate,28
Prashant Narsinh Kharatmal,10th Pass,26
Prashant Pandharinath Surve,Post Graduate,14
Prashant Shyamsundar Mishra,Post Graduate,11
Prashant Vasant Chavan,Graduate,45
Prashant Vishnu Sasane,Graduate,39
Prashanth.S.M,Post Graduate,25
Prashuram Bind,Graduate,36
Prashuram Prasad,12th Pass,33
Praska Renga,8th Pass,21
Prasun Banerjee,Graduate,25
Pratap Bhanu,12th Pass,4
Pratap Chandra Sarangi,Graduate,6
Pratap Goswami,Graduate,9
Pratap Kanti Ray,Post Graduate,13
Pratap Singh,Post Graduate,3
Pratap Singh,8th Pass,5
Pratap Singh Jat,Graduate Professional,5
Prataprao Alagouda Patil,Post Graduate,1
Prathap Kumar. N. P,Graduate Professional,5
Prathap Simha,Post Graduate,21
Pratibha Singh,Graduate,2
Pratik Prabhakar Toraskar,Graduate,27
Pratima Engheepi,Graduate,3
Pratima Mondal,Post Graduate,19
Praveen K Mohan,10th Pass,14
Praveen Kumar,8th Pass,3
Praveen Kumar,Post Graduate,4
Praveen Kumar Ajmera Jain,Post Graduate,26
Praveen Kumar Jha,Post Graduate,14
Praveen M S,Post Graduate,21
Praveen Singh Aron,Graduate Professional,25
Pravesh Kumar Vyas,Graduate,47
Pravesh Singh,Graduate,36
Pravin Chandrakant Kaurpuriya,Graduate Professional,27
Pravin Jain,10th Pass,8
Pravinbhai Jinabhai Rathod,10th Pass,15
Pravinchandra Chunilal Parekh,Graduate Professional,10
Prayag Prasad,Literate,14
Prechard B. M. Basaiawmoit,12th Pass,1
Preetam Singh,Post Graduate,47
Preeti Dhruw,Others,9
Prem Chand Dhamani,10th Pass,9
Prem Chand Vishavkarma,Post Graduate,1
Prem Chandra Pandey,12th Pass,43
Prem Chanra,12th Pass,41
Prem Das,Graduate,41
Prem Das Rai,Post Graduate,1
Prem Kumar,10th Pass,59
Prem Lata Devi,Literate,22
Prem Prakash,Graduate,62
Prem Prakash Paswan,12th Pass,7
Prem Singh,10th Pass,18
Prem Singh,Doctorate,3
Prem Singh Chandumajra,Post Graduate,6
Prem Singh Yadav,5th Pass,1
Premachandran,10th Pass,18
Premachandran,10th Pass,18
Premakumari,Others,9
Premananda Sahoo,Post Graduate,9
Premchand Bind,Graduate Professional,73
Premchand Guddu,10th Pass,22
Premchand Jayasi,Post Graduate,3
Premshankar Mahilange,12th Pass,3
Preneet Kaur,Graduate,13
Principal Dr.Vithal Namdeorao Kadam,Doctorate,15
Pritam Ghosh,12th Pass,28
Prithiviraj Harichandan,Post Graduate,18
Prithwinath Prasad,Graduate,22
Priyabrata Garnaik,Graduate,9
Priyanka Singh Rawat,Post Graduate,53
Pro. Purushottam Meghwal,Post Graduate,23
Pro. Yogendra Mahto,Doctorate,26
Probash Chandra Sarkar,10th Pass,1
Prodip Hazarika,Post Graduate,12
Prof. Amaresh Prasad,Doctorate,1
Prof. Avinash Dolas,Post Graduate,28
Prof. Azmeera Seetaram Naik,Doctorate,16
Prof. Bhim Singh,Post Graduate,5
Prof. Dnyaneshwar Damu Mali,Post Graduate,20
Prof. Dr. Natthu Madhao Lokhande,Doctorate,9
Prof. K.Nageshwar,Doctorate,7
Prof. Sadhu Singh,Post Graduate,9
Professor Gulam Gaus,Post Graduate,6
Promod Kumar Mahatha,12th Pass,14
Pt. Jagdish Chandra Bhatt,Graduate,26
"Pugazhendi, A. Thiru",Graduate Professional,5
Pulavar. E.Su. Mani. Thiru,Graduate,5
Pulikota Ramesh,8th Pass,3
Pulis Hembrom,Literate,2
Pullaiah Byri,10th Pass,38
Pullaiahgari Prbhu Goud,10th Pass,6
Puni Chand,5th Pass,2
Punjabhai Bhimabhai Vansh,12th Pass,13
Puran Mal,10th Pass,8
Puran Singh Panwar,Graduate Professional,5
Purna Chandra Naiya,Graduate Professional,20
Purna Chandra Tudu,Graduate,35
Purnanand Tiwari,Post Graduate,10
Purnmasi Ram,12th Pass,1
Purno Agitok Sangma,Post Graduate,2
Purshotam,10th Pass,10
Pursottambhai Mathurbhai Chauhan,Graduate Professional,16
Purushottam Choubey,10th Pass,26
Purushottam Jadhav,10th Pass,45
Purushottam Pandey,Post Graduate,61
Pusala Venkata Krishnaiah,Post Graduate,29
Pushpa Devi,12th Pass,42
Pushpa Devi,8th Pass,30
Pushpangathan,10th Pass,17
"Pushparaj, S",8th Pass,27
Puspendra Singh,Graduate Professional,11
Putul Kumari,Post Graduate,27
Puvala Nageswara Rao,Literate,1
Pyare Lal,Graduate Professional,14
Pyare Urf Rajkumar Gautam,Not Given,27
Pyarelal Bharti,10th Pass,25
Quazi Abdur Rahim,Post Graduate,18
R Biju,10th Pass,9
R Chandrika Kattakada,10th Pass,20
R Gayathri,Post Graduate,26
R K Anand,Graduate Professional,10
R S Kadyan,Post Graduate,4
R Venkatesan,5th Pass,15
R. Dhruvanarayana,Post Graduate,22
R. K. Singh Patel,Graduate,48
R. Kandasamy@Babu,8th Pass,3
R. Mohan Raju,Post Graduate,25
R. Prabhakara Reddy,Graduate,23
R. Radhakrishnan,Post Graduate,1
R. Ravichandran,5th Pass,3
R. Ravinayaka,12th Pass,9
R. Valavan,Others,1
R. Viswanathan,10th Pass,1
R.Arumugam,Graduate,13
R.Chakravarthi Raja Gopala Krishnan,Post Graduate,18
R.D. Vishwkarma,10th Pass,10
R.Gopalakrishnan,Graduate,32
R.Gopalsamy,Post Graduate,18
R.K Chaudhary,Graduate Professional,34
R.K.R. Anantharaman,Graduate Professional,1
R.Manimaran,Post Graduate,14
R.Murugesan,Literate,18
R.Nandhakumar,8th Pass,18
R.P.Marutharajaa,Post Graduate,25
R.Pandiyan,10th Pass,14
R.R.Murugan,Post Graduate,18
